(base) [01;32mliulei@inspur-NF5468M5[00m:[01;34m/data5/SCI/xieweijie/CASSI[00m$ conda activate zwj
(/data5/SCI/zhangwenjie/zwj) [01;32mliulei@inspur-NF5468M5[00m:[01;34m/data5/SCI/xieweijie/CASSI[00m$ python train.py
训练集路径: dataset/CAVE_1024_npy
[Epoch 048] Loss: 0.023727  Time: 477.6s  LR: 3.76e-04
         Test → PSNR: 31.84  SSIM: 0.8891
[Epoch 049] Loss: 0.023545  Time: 476.7s  LR: 3.75e-04
         Test → PSNR: 31.88  SSIM: 0.8927
[Epoch 050] Loss: 0.023186  Time: 477.1s  LR: 3.74e-04
         Test → PSNR: 31.93  SSIM: 0.8853
  ★ 新最优: PSNR=31.93  SSIM=0.8853  → result/model/2026_05_02_15_22_32_3d_wpo_pure/best.pth
[Epoch 051] Loss: 0.022964  Time: 477.7s  LR: 3.73e-04
         Test → PSNR: 31.68  SSIM: 0.8879
[Epoch 052] Loss: 0.023389  Time: 476.6s  LR: 3.72e-04
         Test → PSNR: 32.22  SSIM: 0.9010
  ★ 新最优: PSNR=32.22  SSIM=0.9010  → result/model/2026_05_02_15_22_32_3d_wpo_pure/best.pth
[Epoch 053] Loss: 0.022898  Time: 480.9s  LR: 3.71e-04
         Test → PSNR: 32.08  SSIM: 0.8959
[Epoch 054] Loss: 0.023064  Time: 476.5s  LR: 3.70e-04
         Test → PSNR: 31.85  SSIM: 0.8863
[Epoch 055] Loss: 0.023001  Time: 476.9s  LR: 3.69e-04
         Test → PSNR: 32.18  SSIM: 0.8973
[Epoch 056] Loss: 0.022575  Time: 478.0s  LR: 3.68e-04
         Test → PSNR: 32.15  SSIM: 0.8968
[Epoch 057] Loss: 0.022664  Time: 478.6s  LR: 3.67e-04
         Test → PSNR: 32.23  SSIM: 0.8968
  ★ 新最优: PSNR=32.23  SSIM=0.8968  → result/model/2026_05_02_15_22_32_3d_wpo_pure/best.pth
[Epoch 058] Loss: 0.022602  Time: 477.2s  LR: 3.66e-04
         Test → PSNR: 31.91  SSIM: 0.8916
[Epoch 059] Loss: 0.022266  Time: 478.7s  LR: 3.64e-04
         Test → PSNR: 32.11  SSIM: 0.8977
[Epoch 060] Loss: 0.022500  Time: 480.5s  LR: 3.63e-04
         Test → PSNR: 32.37  SSIM: 0.9027
  ★ 新最优: PSNR=32.37  SSIM=0.9027  → result/model/2026_05_02_15_22_32_3d_wpo_pure/best.pth
[Epoch 061] Loss: 0.022400  Time: 478.4s  LR: 3.62e-04
         Test → PSNR: 32.09  SSIM: 0.8969
[Epoch 062] Loss: 0.022282  Time: 476.5s  LR: 3.61e-04
         Test → PSNR: 32.27  SSIM: 0.8988
[Epoch 063] Loss: 0.022238  Time: 477.4s  LR: 3.59e-04
         Test → PSNR: 32.35  SSIM: 0.9003
[Epoch 064] Loss: 0.021997  Time: 476.1s  LR: 3.58e-04
         Test → PSNR: 32.40  SSIM: 0.9060
  ★ 新最优: PSNR=32.40  SSIM=0.9060  → result/model/2026_05_02_15_22_32_3d_wpo_pure/best.pth
[Epoch 065] Loss: 0.021902  Time: 477.2s  LR: 3.57e-04
         Test → PSNR: 32.44  SSIM: 0.9015
  ★ 新最优: PSNR=32.44  SSIM=0.9015  → result/model/2026_05_02_15_22_32_3d_wpo_pure/best.pth
[Epoch 066] Loss: 0.021747  Time: 477.5s  LR: 3.56e-04
         Test → PSNR: 32.51  SSIM: 0.9050
  ★ 新最优: PSNR=32.51  SSIM=0.9050  → result/model/2026_05_02_15_22_32_3d_wpo_pure/best.pth
[Epoch 067] Loss: 0.021649  Time: 478.6s  LR: 3.54e-04
         Test → PSNR: 32.49  SSIM: 0.9064
[Epoch 068] Loss: 0.021660  Time: 476.6s  LR: 3.53e-04
         Test → PSNR: 32.44  SSIM: 0.9015
[Epoch 069] Loss: 0.021651  Time: 476.8s  LR: 3.52e-04
         Test → PSNR: 32.41  SSIM: 0.8984
[Epoch 070] Loss: 0.021661  Time: 477.9s  LR: 3.50e-04
         Test → PSNR: 32.42  SSIM: 0.9008
[Epoch 071] Loss: 0.021384  Time: 476.9s  LR: 3.49e-04
         Test → PSNR: 32.46  SSIM: 0.9046
[Epoch 072] Loss: 0.021526  Time: 478.1s  LR: 3.47e-04
         Test → PSNR: 32.52  SSIM: 0.9049
  ★ 新最优: PSNR=32.52  SSIM=0.9049  → result/model/2026_05_02_15_22_32_3d_wpo_pure/best.pth
[Epoch 073] Loss: 0.021163  Time: 477.8s  LR: 3.46e-04
         Test → PSNR: 32.59  SSIM: 0.9083
  ★ 新最优: PSNR=32.59  SSIM=0.9083  → result/model/2026_05_02_15_22_32_3d_wpo_pure/best.pth
[Epoch 074] Loss: 0.021203  Time: 478.3s  LR: 3.44e-04
         Test → PSNR: 32.70  SSIM: 0.9087
  ★ 新最优: PSNR=32.70  SSIM=0.9087  → result/model/2026_05_02_15_22_32_3d_wpo_pure/best.pth
[Epoch 075] Loss: 0.020779  Time: 477.6s  LR: 3.43e-04
         Test → PSNR: 32.49  SSIM: 0.8990
[Epoch 076] Loss: 0.021022  Time: 477.4s  LR: 3.42e-04
         Test → PSNR: 32.43  SSIM: 0.9059
[Epoch 077] Loss: 0.021296  Time: 477.0s  LR: 3.40e-04
         Test → PSNR: 32.63  SSIM: 0.9090
[Epoch 078] Loss: 0.020878  Time: 478.9s  LR: 3.39e-04
         Test → PSNR: 32.56  SSIM: 0.9044
[Epoch 079] Loss: 0.020797  Time: 478.4s  LR: 3.37e-04
         Test → PSNR: 32.47  SSIM: 0.9074
[Epoch 080] Loss: 0.020813  Time: 477.0s  LR: 3.36e-04
         Test → PSNR: 32.56  SSIM: 0.9099
[Epoch 081] Loss: 0.020594  Time: 478.0s  LR: 3.34e-04
         Test → PSNR: 32.71  SSIM: 0.9102
  ★ 新最优: PSNR=32.71  SSIM=0.9102  → result/model/2026_05_02_15_22_32_3d_wpo_pure/best.pth
[Epoch 082] Loss: 0.020781  Time: 479.5s  LR: 3.32e-04
         Test → PSNR: 32.22  SSIM: 0.8943
[Epoch 083] Loss: 0.020618  Time: 478.9s  LR: 3.31e-04
         Test → PSNR: 32.80  SSIM: 0.9101
  ★ 新最优: PSNR=32.80  SSIM=0.9101  → result/model/2026_05_02_15_22_32_3d_wpo_pure/best.pth
[Epoch 084] Loss: 0.020258  Time: 478.4s  LR: 3.29e-04
         Test → PSNR: 32.26  SSIM: 0.8826
[Epoch 085] Loss: 0.020637  Time: 478.8s  LR: 3.28e-04
         Test → PSNR: 32.32  SSIM: 0.9019
[Epoch 086] Loss: 0.020149  Time: 478.8s  LR: 3.26e-04
         Test → PSNR: 32.76  SSIM: 0.9102
[Epoch 087] Loss: 0.020282  Time: 481.0s  LR: 3.24e-04
         Test → PSNR: 32.91  SSIM: 0.9106
  ★ 新最优: PSNR=32.91  SSIM=0.9106  → result/model/2026_05_02_15_22_32_3d_wpo_pure/best.pth
[Epoch 088] Loss: 0.020236  Time: 478.6s  LR: 3.23e-04
         Test → PSNR: 32.79  SSIM: 0.9117
[Epoch 089] Loss: 0.020396  Time: 479.2s  LR: 3.21e-04
         Test → PSNR: 32.08  SSIM: 0.8963
[Epoch 090] Loss: 0.020324  Time: 480.2s  LR: 3.19e-04
         Test → PSNR: 32.94  SSIM: 0.9135
  ★ 新最优: PSNR=32.94  SSIM=0.9135  → result/model/2026_05_02_15_22_32_3d_wpo_pure/best.pth
[Epoch 091] Loss: 0.020150  Time: 478.1s  LR: 3.18e-04
         Test → PSNR: 32.86  SSIM: 0.9132
[Epoch 092] Loss: 0.020400  Time: 478.4s  LR: 3.16e-04
         Test → PSNR: 32.81  SSIM: 0.9120
[Epoch 093] Loss: 0.020190  Time: 478.9s  LR: 3.14e-04
         Test → PSNR: 33.05  SSIM: 0.9150
  ★ 新最优: PSNR=33.05  SSIM=0.9150  → result/model/2026_05_02_15_22_32_3d_wpo_pure/best.pth
[Epoch 094] Loss: 0.020174  Time: 477.4s  LR: 3.13e-04
         Test → PSNR: 32.89  SSIM: 0.9132
[Epoch 095] Loss: 0.020058  Time: 479.8s  LR: 3.11e-04
         Test → PSNR: 33.03  SSIM: 0.9166
[Epoch 096] Loss: 0.020064  Time: 478.9s  LR: 3.09e-04
         Test → PSNR: 33.00  SSIM: 0.9145
[Epoch 097] Loss: 0.019865  Time: 478.0s  LR: 3.07e-04
         Test → PSNR: 33.05  SSIM: 0.9169
  ★ 新最优: PSNR=33.05  SSIM=0.9169  → result/model/2026_05_02_15_22_32_3d_wpo_pure/best.pth
[Epoch 098] Loss: 0.019873  Time: 477.2s  LR: 3.06e-04
         Test → PSNR: 33.05  SSIM: 0.9157
[Epoch 099] Loss: 0.019589  Time: 478.4s  LR: 3.04e-04
         Test → PSNR: 32.88  SSIM: 0.9103
[Epoch 100] Loss: 0.019570  Time: 480.8s  LR: 3.02e-04
         Test → PSNR: 33.04  SSIM: 0.9182
[Epoch 101] Loss: 0.019594  Time: 479.2s  LR: 3.00e-04
         Test → PSNR: 32.62  SSIM: 0.9062
[Epoch 102] Loss: 0.019536  Time: 479.9s  LR: 2.98e-04
         Test → PSNR: 33.09  SSIM: 0.9188
  ★ 新最优: PSNR=33.09  SSIM=0.9188  → result/model/2026_05_02_15_22_32_3d_wpo_pure/best.pth
[Epoch 103] Loss: 0.019575  Time: 479.2s  LR: 2.97e-04
         Test → PSNR: 32.80  SSIM: 0.9099
[Epoch 104] Loss: 0.019501  Time: 477.9s  LR: 2.95e-04
         Test → PSNR: 32.73  SSIM: 0.9131
[Epoch 105] Loss: 0.019558  Time: 479.7s  LR: 2.93e-04
         Test → PSNR: 33.14  SSIM: 0.9192
  ★ 新最优: PSNR=33.14  SSIM=0.9192  → result/model/2026_05_02_15_22_32_3d_wpo_pure/best.pth
[Epoch 106] Loss: 0.019356  Time: 481.4s  LR: 2.91e-04
         Test → PSNR: 32.82  SSIM: 0.9142
[Epoch 107] Loss: 0.019655  Time: 477.7s  LR: 2.89e-04
         Test → PSNR: 33.14  SSIM: 0.9173
  ★ 新最优: PSNR=33.14  SSIM=0.9173  → result/model/2026_05_02_15_22_32_3d_wpo_pure/best.pth
[Epoch 108] Loss: 0.019277  Time: 478.6s  LR: 2.87e-04
         Test → PSNR: 33.20  SSIM: 0.9206
  ★ 新最优: PSNR=33.20  SSIM=0.9206  → result/model/2026_05_02_15_22_32_3d_wpo_pure/best.pth
[Epoch 109] Loss: 0.019180  Time: 480.5s  LR: 2.85e-04
         Test → PSNR: 33.20  SSIM: 0.9196
  ★ 新最优: PSNR=33.20  SSIM=0.9196  → result/model/2026_05_02_15_22_32_3d_wpo_pure/best.pth
[Epoch 110] Loss: 0.019188  Time: 479.9s  LR: 2.84e-04
         Test → PSNR: 33.23  SSIM: 0.9210
  ★ 新最优: PSNR=33.23  SSIM=0.9210  → result/model/2026_05_02_15_22_32_3d_wpo_pure/best.pth
[Epoch 111] Loss: 0.019608  Time: 479.3s  LR: 2.82e-04
         Test → PSNR: 33.14  SSIM: 0.9167
[Epoch 112] Loss: 0.019201  Time: 479.3s  LR: 2.80e-04
         Test → PSNR: 33.11  SSIM: 0.9143
[Epoch 113] Loss: 0.019233  Time: 477.7s  LR: 2.78e-04
         Test → PSNR: 33.13  SSIM: 0.9211
[Epoch 114] Loss: 0.019180  Time: 479.0s  LR: 2.76e-04
         Test → PSNR: 33.14  SSIM: 0.9168
[Epoch 115] Loss: 0.019246  Time: 478.0s  LR: 2.74e-04
         Test → PSNR: 33.13  SSIM: 0.9189
[Epoch 116] Loss: 0.019363  Time: 480.4s  LR: 2.72e-04
         Test → PSNR: 33.14  SSIM: 0.9223
[Epoch 117] Loss: 0.018965  Time: 478.9s  LR: 2.70e-04
         Test → PSNR: 33.13  SSIM: 0.9200
[Epoch 118] Loss: 0.018858  Time: 480.3s  LR: 2.68e-04
         Test → PSNR: 33.12  SSIM: 0.9192
[Epoch 119] Loss: 0.018782  Time: 479.9s  LR: 2.66e-04
         Test → PSNR: 33.31  SSIM: 0.9200
  ★ 新最优: PSNR=33.31  SSIM=0.9200  → result/model/2026_05_02_15_22_32_3d_wpo_pure/best.pth
[Epoch 120] Loss: 0.018922  Time: 478.4s  LR: 2.64e-04
         Test → PSNR: 33.28  SSIM: 0.9219
[Epoch 121] Loss: 0.018981  Time: 477.6s  LR: 2.62e-04
         Test → PSNR: 33.31  SSIM: 0.9182
[Epoch 122] Loss: 0.018871  Time: 478.9s  LR: 2.60e-04
         Test → PSNR: 33.41  SSIM: 0.9247
  ★ 新最优: PSNR=33.41  SSIM=0.9247  → result/model/2026_05_02_15_22_32_3d_wpo_pure/best.pth
[Epoch 123] Loss: 0.018939  Time: 478.1s  LR: 2.58e-04
         Test → PSNR: 33.15  SSIM: 0.9201
[Epoch 124] Loss: 0.018724  Time: 480.5s  LR: 2.56e-04
         Test → PSNR: 33.26  SSIM: 0.9226
[Epoch 125] Loss: 0.018767  Time: 477.7s  LR: 2.54e-04
         Test → PSNR: 33.37  SSIM: 0.9230
[Epoch 126] Loss: 0.018650  Time: 479.4s  LR: 2.52e-04
         Test → PSNR: 33.33  SSIM: 0.9241
[Epoch 127] Loss: 0.018926  Time: 478.5s  LR: 2.50e-04
         Test → PSNR: 33.30  SSIM: 0.9238
[Epoch 128] Loss: 0.018951  Time: 478.2s  LR: 2.48e-04
         Test → PSNR: 33.26  SSIM: 0.9208
[Epoch 129] Loss: 0.018719  Time: 479.0s  LR: 2.46e-04
         Test → PSNR: 33.33  SSIM: 0.9211
[Epoch 130] Loss: 0.018489  Time: 478.8s  LR: 2.44e-04
         Test → PSNR: 33.34  SSIM: 0.9254
[Epoch 131] Loss: 0.018774  Time: 480.6s  LR: 2.42e-04
         Test → PSNR: 33.26  SSIM: 0.9193
[Epoch 132] Loss: 0.018809  Time: 479.1s  LR: 2.40e-04
         Test → PSNR: 33.25  SSIM: 0.9193
[Epoch 133] Loss: 0.018473  Time: 479.9s  LR: 2.38e-04
         Test → PSNR: 33.29  SSIM: 0.9243
